filepath, label
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/21.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/35.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/34.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/20.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/36.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/22.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/23.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/37.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/33.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/27.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/26.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/32.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/18.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/24.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/30.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/31.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/25.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/19.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/42.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/4.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/56.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/81.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/95.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/94.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/80.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/5.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/57.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/43.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/55.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/7.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/41.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/69.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/96.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/83.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/97.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/68.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/40.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/54.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/6.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/78.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/2.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/50.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/44.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/93.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/87.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/86.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/92.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/45.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/3.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/51.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/79.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/47.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/53.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/1.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/84.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/90.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/91.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/85.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/52.jpg,Utility
/Users/luckysrivastava/Workspace/data/DocumentImages/Utility/46.jpg,Utility
